m,TagName,
"2012-08-01 00:00:00","go","72"
"2012-08-01 00:00:00","dart","42"
"2012-08-01 00:00:00","delphi","403"
"2012-08-01 00:00:00","c++","5164"
"2012-08-01 00:00:00","c","2318"
"2012-08-01 00:00:00","python","5864"
"2012-08-01 00:00:00","perl","763"
"2012-08-01 00:00:00","javascript","12430"
"2012-08-01 00:00:00","java","12258"
"2012-08-01 00:00:00","ruby","2061"
"2012-08-01 00:00:00","r","1089"
"2012-08-01 00:00:00","swift","5"
"2012-09-01 00:00:00","c","2531"
"2012-09-01 00:00:00","javascript","11166"
"2012-09-01 00:00:00","assembly","225"
"2012-09-01 00:00:00","c#","11280"
"2012-09-01 00:00:00","c++","4911"
"2012-09-01 00:00:00","java","11629"
"2012-09-01 00:00:00","dart","33"
"2012-09-01 00:00:00","delphi","385"
"2012-09-01 00:00:00","julia","1"
"2012-09-01 00:00:00","go","130"
"2012-09-01 00:00:00","php","11005"
"2012-09-01 00:00:00","perl","664"
"2012-09-01 00:00:00","python","5252"
"2012-09-01 00:00:00","r","1060"
"2012-09-01 00:00:00","ruby","1959"
"2012-09-01 00:00:00","rust","1"
"2012-09-01 00:00:00","swift","7"
"2012-10-01 00:00:00","c#","12719"
"2012-10-01 00:00:00","delphi","478"
"2012-10-01 00:00:00","c++","5914"
"2012-10-01 00:00:00","go","101"
"2012-10-01 00:00:00","javascript","12424"
"2012-10-01 00:00:00","assembly","315"
"2012-10-01 00:00:00","c","3152"
"2012-10-01 00:00:00","python","6133"
"2012-10-01 00:00:00","java","13502"
"2012-10-01 00:00:00","php","11811"
"2012-10-01 00:00:00","swift","4"
"2012-10-01 00:00:00","kotlin","2"
"2012-10-01 00:00:00","dart","81"
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","rust","2"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13618"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12353"
"2012-11-01 00:00:00","dart","76"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","julia","1"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","php","11799"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","kotlin","2"
"2012-11-01 00:00:00","rust","6"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","c","2566"
"2012-12-01 00:00:00","c#","10956"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","dart","87"
"2012-12-01 00:00:00","java","12430"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","php","11087"
"2012-12-01 00:00:00","kotlin","1"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","julia","1"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","r","1215"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","java","13722"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","dart","101"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","kotlin","1"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","julia","7"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","python","6569"
"2013-01-01 00:00:00","php","12889"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","php","12573"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","dart","86"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","kotlin","2"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","javascript","13627"
"2013-02-01 00:00:00","java","13707"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","r","1659"
"2013-02-01 00:00:00","julia","1"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","ruby","2221"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","java","15919"
"2013-03-01 00:00:00","dart","89"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c++","7185"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","php","14153"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","julia","3"
"2013-03-01 00:00:00","python","7620"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","r","1849"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","rust","7"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","c++","7131"
"2013-04-01 00:00:00","java","16241"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3530"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15333"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","dart","160"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","julia","2"
"2013-04-01 00:00:00","php","13443"
"2013-04-01 00:00:00","kotlin","3"
"2013-04-01 00:00:00","rust","12"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","dart","123"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","c#","13482"
"2013-05-01 00:00:00","java","15296"
"2013-05-01 00:00:00","javascript","15061"
"2013-05-01 00:00:00","c","3196"
"2013-05-01 00:00:00","c++","6844"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","kotlin","2"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","julia","3"
"2013-05-01 00:00:00","python","7809"
"2013-05-01 00:00:00","php","13150"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","r","1782"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","rust","21"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13955"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","kotlin","1"
"2013-06-01 00:00:00","c","2942"
"2013-06-01 00:00:00","c++","6192"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","c#","12801"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14629"
"2013-06-01 00:00:00","php","12764"
"2013-06-01 00:00:00","dart","137"
"2013-06-01 00:00:00","r","1778"
"2013-06-01 00:00:00","julia","6"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","ruby","2224"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6579"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14199"
"2013-07-01 00:00:00","php","14384"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3025"
"2013-07-01 00:00:00","dart","115"
"2013-07-01 00:00:00","javascript","16844"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15226"
"2013-07-01 00:00:00","kotlin","1"
"2013-07-01 00:00:00","julia","7"
"2013-07-01 00:00:00","python","8623"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","javascript","16877"
"2013-08-01 00:00:00","c#","13871"
"2013-08-01 00:00:00","c++","6256"
"2013-08-01 00:00:00","dart","109"
"2013-08-01 00:00:00","java","15094"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","julia","4"
"2013-08-01 00:00:00","kotlin","1"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","r","1922"
"2013-08-01 00:00:00","php","14397"
"2013-08-01 00:00:00","ruby","2485"
"2013-08-01 00:00:00","python","7946"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","java","16301"
"2013-09-01 00:00:00","php","14320"
"2013-09-01 00:00:00","c","3401"
"2013-09-01 00:00:00","c#","13778"
"2013-09-01 00:00:00","c++","6567"
"2013-09-01 00:00:00","dart","95"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17741"
"2013-09-01 00:00:00","julia","6"
"2013-09-01 00:00:00","python","7972"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","r","1714"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","rust","8"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7984"
"2013-10-01 00:00:00","java","18763"
"2013-10-01 00:00:00","c#","15221"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19784"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","dart","115"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","julia","12"
"2013-10-01 00:00:00","r","2094"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","php","15406"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","python","9498"
"2013-10-01 00:00:00","kotlin","3"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","c#","14613"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","dart","174"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","c++","8149"
"2013-11-01 00:00:00","java","18805"
"2013-11-01 00:00:00","javascript","18548"
"2013-11-01 00:00:00","c","4293"
"2013-11-01 00:00:00","julia","12"
"2013-11-01 00:00:00","python","9504"
"2013-11-01 00:00:00","kotlin","1"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","php","14982"
"2013-11-01 00:00:00","r","2190"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","rust","11"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7025"
"2013-12-01 00:00:00","c","3502"
"2013-12-01 00:00:00","java","17496"
"2013-12-01 00:00:00","c#","13643"
"2013-12-01 00:00:00","dart","263"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18064"
"2013-12-01 00:00:00","julia","18"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","kotlin","5"
"2013-12-01 00:00:00","python","8465"
"2013-12-01 00:00:00","php","14519"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","ruby","2450"
"2014-01-01 00:00:00","c#","15352"
"2014-01-01 00:00:00","php","16886"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","dart","287"
"2014-01-01 00:00:00","c++","7702"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","kotlin","1"
"2014-01-01 00:00:00","javascript","21159"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18720"
"2014-01-01 00:00:00","python","9847"
"2014-01-01 00:00:00","julia","28"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","javascript","21200"
"2014-02-01 00:00:00","c#","15134"
"2014-02-01 00:00:00","c++","7695"
"2014-02-01 00:00:00","dart","265"
"2014-02-01 00:00:00","java","19309"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","julia","40"
"2014-02-01 00:00:00","kotlin","2"
"2014-02-01 00:00:00","perl","796"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","php","16631"
"2014-02-01 00:00:00","ruby","2611"
"2014-02-01 00:00:00","python","9910"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","python","11429"
"2014-03-01 00:00:00","c#","16198"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c++","8677"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22005"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4565"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22687"
"2014-03-01 00:00:00","php","18417"
"2014-03-01 00:00:00","dart","238"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","julia","48"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","kotlin","2"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4017"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15358"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20943"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","dart","210"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2740"
"2014-04-01 00:00:00","rust","41"
"2014-04-01 00:00:00","c++","8143"
"2014-04-01 00:00:00","php","17794"
"2014-04-01 00:00:00","javascript","21479"
"2014-04-01 00:00:00","julia","38"
"2014-04-01 00:00:00","kotlin","3"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","python","10784"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18011"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3270"
"2014-05-01 00:00:00","dart","171"
"2014-05-01 00:00:00","c++","6796"
"2014-05-01 00:00:00","c#","13933"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","python","9255"
"2014-05-01 00:00:00","javascript","19849"
"2014-05-01 00:00:00","kotlin","5"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","julia","38"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14840"
"2014-05-01 00:00:00","rust","45"
"2014-06-01 00:00:00","java","15952"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18338"
"2014-06-01 00:00:00","c++","5680"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12528"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","dart","193"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13100"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","julia","42"
"2014-06-01 00:00:00","rust","50"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","kotlin","2"
"2014-06-01 00:00:00","ruby","2339"
"2014-06-01 00:00:00","python","8925"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20164"
"2014-07-01 00:00:00","c++","6282"
"2014-07-01 00:00:00","c#","13709"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17410"
"2014-07-01 00:00:00","c","2838"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","dart","192"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","julia","63"
"2014-07-01 00:00:00","kotlin","3"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14347"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","python","9927"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","rust","91"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15760"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12512"
"2014-08-01 00:00:00","c","2679"
"2014-08-01 00:00:00","c++","5886"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","dart","192"
"2014-08-01 00:00:00","python","9125"
"2014-08-01 00:00:00","javascript","18495"
"2014-08-01 00:00:00","r","2477"
"2014-08-01 00:00:00","kotlin","4"
"2014-08-01 00:00:00","rust","129"
"2014-08-01 00:00:00","julia","45"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","php","13260"
"2014-08-01 00:00:00","ruby","2472"
"2014-09-01 00:00:00","c#","12331"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6202"
"2014-09-01 00:00:00","python","8786"
"2014-09-01 00:00:00","java","16732"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18151"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","dart","178"
"2014-09-01 00:00:00","php","13421"
"2014-09-01 00:00:00","julia","51"
"2014-09-01 00:00:00","r","2369"
"2014-09-01 00:00:00","kotlin","14"
"2014-09-01 00:00:00","rust","93"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","swift","1906"
"2014-10-01 00:00:00","dart","195"
"2014-10-01 00:00:00","c#","12573"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","java","17925"
"2014-10-01 00:00:00","javascript","18940"
"2014-10-01 00:00:00","c++","6845"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","kotlin","19"
"2014-10-01 00:00:00","julia","50"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9586"
"2014-10-01 00:00:00","php","13663"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-10-01 00:00:00","rust","177"
"2014-11-01 00:00:00","java","17880"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11885"
"2014-11-01 00:00:00","c++","6571"
"2014-11-01 00:00:00","dart","168"
"2014-11-01 00:00:00","c","3676"
"2014-11-01 00:00:00","kotlin","9"
"2014-11-01 00:00:00","javascript","18004"
"2014-11-01 00:00:00","julia","58"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","python","9580"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13100"
"2014-11-01 00:00:00","r","2708"
"2014-11-01 00:00:00","rust","156"
"2014-12-01 00:00:00","c++","6084"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11098"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12411"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","dart","143"
"2014-12-01 00:00:00","c","3156"
"2014-12-01 00:00:00","javascript","17025"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","kotlin","13"
"2014-12-01 00:00:00","java","16405"
"2014-12-01 00:00:00","julia","42"
"2014-12-01 00:00:00","r","2361"
"2014-12-01 00:00:00","python","9053"
"2014-12-01 00:00:00","rust","168"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","swift","2494"
"2015-01-01 00:00:00","c","3213"
"2015-01-01 00:00:00","javascript","18553"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","c#","11767"
"2015-01-01 00:00:00","c++","6135"
"2015-01-01 00:00:00","java","16559"
"2015-01-01 00:00:00","dart","113"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","julia","49"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","kotlin","16"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13676"
"2015-01-01 00:00:00","r","2691"
"2015-01-01 00:00:00","python","9690"
"2015-01-01 00:00:00","ruby","2432"
"2015-01-01 00:00:00","rust","233"
"2015-01-01 00:00:00","swift","3058"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16776"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","kotlin","32"
"2015-02-01 00:00:00","c","3367"
"2015-02-01 00:00:00","c++","6481"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11805"
"2015-02-01 00:00:00","python","10212"
"2015-02-01 00:00:00","javascript","18699"
"2015-02-01 00:00:00","r","2976"
"2015-02-01 00:00:00","php","13570"
"2015-02-01 00:00:00","rust","171"
"2015-02-01 00:00:00","dart","123"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","julia","61"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","387"
"2015-03-01 00:00:00","dart","114"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13281"
"2015-03-01 00:00:00","java","19800"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14979"
"2015-03-01 00:00:00","javascript","20573"
"2015-03-01 00:00:00","r","3566"
"2015-03-01 00:00:00","c++","7397"
"2015-03-01 00:00:00","rust","174"
"2015-03-01 00:00:00","kotlin","24"
"2015-03-01 00:00:00","julia","72"
"2015-03-01 00:00:00","python","11622"
"2015-03-01 00:00:00","ruby","2462"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","kotlin","31"
"2015-04-01 00:00:00","java","19845"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20939"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13107"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","php","15035"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","dart","129"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","julia","55"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","python","11464"
"2015-04-01 00:00:00","rust","200"
"2015-04-01 00:00:00","ruby","2505"
"2015-04-01 00:00:00","swift","4026"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","javascript","22181"
"2015-05-01 00:00:00","c++","6825"
"2015-05-01 00:00:00","c#","13371"
"2015-05-01 00:00:00","java","18569"
"2015-05-01 00:00:00","c","3525"
"2015-05-01 00:00:00","dart","107"
"2015-05-01 00:00:00","php","14635"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","julia","74"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","kotlin","18"
"2015-05-01 00:00:00","rust","251"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","python","11228"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","c#","13546"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17883"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","dart","80"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3172"
"2015-06-01 00:00:00","python","11825"
"2015-06-01 00:00:00","c++","6524"
"2015-06-01 00:00:00","rust","235"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","javascript","22646"
"2015-06-01 00:00:00","julia","73"
"2015-06-01 00:00:00","kotlin","31"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","php","14431"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18727"
"2015-07-01 00:00:00","c#","14139"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","dart","96"
"2015-07-01 00:00:00","c++","6712"
"2015-07-01 00:00:00","kotlin","29"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","javascript","24008"
"2015-07-01 00:00:00","php","15433"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","julia","61"
"2015-07-01 00:00:00","python","12323"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","r","3984"
"2015-07-01 00:00:00","rust","209"
"2015-08-01 00:00:00","c#","13240"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11236"
"2015-08-01 00:00:00","c++","5880"
"2015-08-01 00:00:00","java","17114"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2577"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22183"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","dart","61"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","julia","56"
"2015-08-01 00:00:00","rust","187"
"2015-08-01 00:00:00","kotlin","20"
"2015-08-01 00:00:00","php","14291"
"2015-08-01 00:00:00","ruby","2317"
"2015-08-01 00:00:00","swift","5095"
"2015-09-01 00:00:00","c","3087"
"2015-09-01 00:00:00","dart","60"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","java","16970"
"2015-09-01 00:00:00","c#","12928"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","javascript","21419"
"2015-09-01 00:00:00","php","13552"
"2015-09-01 00:00:00","c++","5917"
"2015-09-01 00:00:00","rust","159"
"2015-09-01 00:00:00","kotlin","18"
"2015-09-01 00:00:00","julia","64"
"2015-09-01 00:00:00","python","10980"
"2015-09-01 00:00:00","swift","4561"
"2015-09-01 00:00:00","ruby","2164"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18572"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","dart","74"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c++","7056"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","c#","12803"
"2015-10-01 00:00:00","go","429"
